name,latitude,longitude,scientificName,publishingCountry,stateProvince,year,month,day,eventDate,individualCount
Asclepias speciosa Torr.,45.953459,-117.410748,Asclepias speciosa Torr.,US,Oregon,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,44.787865,-123.015586,Asclepias speciosa Torr.,US,Oregon,2020,6,25,2020-06-25,NA
Asclepias speciosa Torr.,35.235977,-111.662209,Asclepias speciosa Torr.,US,Arizona,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,38.917625,-104.782137,Asclepias speciosa Torr.,US,Colorado,2020,6,17,2020-06-17,NA
Asclepias speciosa Torr.,40.559601,-105.097304,Asclepias speciosa Torr.,US,Colorado,2020,6,22,2020-06-22,NA
Asclepias speciosa Torr.,39.876987,-105.129998,Asclepias speciosa Torr.,US,Colorado,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,42.15712,-123.663208,Asclepias speciosa Torr.,US,Oregon,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,39.631965,-104.778167,Asclepias speciosa Torr.,US,Colorado,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,40.504353,-105.058722,Asclepias speciosa Torr.,US,Colorado,2020,6,24,2020-06-24,NA
Asclepias speciosa Torr.,42.74447,-103.004686,Asclepias speciosa Torr.,US,Nebraska,2020,6,17,2020-06-17,NA
Asclepias speciosa Torr.,49.243008,-119.587203,Asclepias speciosa Torr.,CA,British Columbia,2020,6,5,2020-06-05,NA
Asclepias speciosa Torr.,40.568005,-105.02758,Asclepias speciosa Torr.,US,Colorado,2020,6,24,2020-06-24,NA
Asclepias speciosa Torr.,38.242754,-122.603508,Asclepias speciosa Torr.,US,California,2020,6,16,2020-06-16,NA
Asclepias speciosa Torr.,40.753262,-111.804239,Asclepias speciosa Torr.,US,Utah,2020,6,16,2020-06-16,NA
Asclepias speciosa Torr.,49.738132,-112.856758,Asclepias speciosa Torr.,CA,Alberta,2020,6,25,2020-06-25,NA
Asclepias speciosa Torr.,40.715946,-104.677092,Asclepias speciosa Torr.,US,Colorado,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,40.054391,-105.132251,Asclepias speciosa Torr.,US,Colorado,2020,6,16,2020-06-16,NA
Asclepias speciosa Torr.,46.029097,-118.41439,Asclepias speciosa Torr.,US,Washington,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,39.975477,-105.110672,Asclepias speciosa Torr.,US,Colorado,2020,6,10,2020-06-10,NA
Asclepias speciosa Torr.,40.577466,-105.032949,Asclepias speciosa Torr.,US,Colorado,2020,6,25,2020-06-25,NA
Asclepias speciosa Torr.,39.887421,-105.133603,Asclepias speciosa Torr.,US,Colorado,2020,6,8,2020-06-08,NA
